color,city,screename,text,latitude,longitude,created_at
small_purple,Houston,jaimegarzajaime,jazminconj jaimegarzajaime httptconaztt6iahl,29.8211,-95.7256,2013-04-11 16:40:09
small_purple,Houston,Yupimherr,endlessly,30.5599,-97.4339,2013-04-11 16:40:54
small_purple,Houston,SidneyBedar,why cant i keep you safe as my own,29.4936,-95.1525,2013-04-11 17:40:05
small_purple,Houston,parajulinavin,perfect weather httptcovpgsejurdr,29.2708,-94.8209,2013-04-11 22:40:21
small_purple,Houston,playgalB,its the freakin weekin baby im aboutta have me some fun,30.2275,-97.7499,2013-04-11 23:40:21
small_purple,Houston,TehPwnShop,thepalmcivet your hashtag is the premise of my tv pilot im working on dude,30.2378,-97.7392,2013-04-12 00:41:19
small_purple,Houston,JTaylor3223,blakeleclair14 sweet are you just gonna chill with me and seamus in 5th or are you actually gonna workout and run with them,30.0161,-95.5516,2013-04-12 01:40:26
small_purple,Houston,l_o_r_e_n_z_o__,angelitaax 💔,29.8246,-95.3655,2013-04-12 01:41:11
small_purple,Houston,luisito_picon,gaberueda bout time you follow me bro,30.2834,-97.7396,2013-04-12 01:41:20
small_purple,Houston,imNotTHATshort,amp what flavor sweet grape white grape wine  black silver etc  nigga why i gotta ask you all these questions know what tf u want,30.076,-94.1718,2013-04-12 04:40:11
small_purple,Houston,krstn8290,reading my lease cant we just leave already haterenting,30.2109,-97.7618,2013-04-12 04:41:10
small_purple,Houston,ChaseStackwells,this muthafucka blocked me on instagram for no reason lmao trash ass muthafucka,30.0944,-95.9973,2013-04-12 04:41:16
small_purple,Houston,kassidyyyyyy,chief keef just gets you in the mood,31.3925,-96.2905,2013-04-12 06:42:25
small_purple,Houston,brizethak14,si no quieres decepciones no te hagas ilusiones,30.0023,-95.4181,2013-04-12 07:41:11
small_purple,Houston,PatrickAlann,only rock come beating on the door at 5 in the morning  jump on me in my bed to tell me she had fun on her date  smh its to early ,30.342,-95.0712,2013-04-12 10:40:49
small_purple,Houston,taylor_vincent_,thank you itzabellamatuk for bringing me starbucks ,30.1212,-95.2714,2013-04-12 13:40:45
small_purple,Houston,7Suzette,no brandon,29.6576,-95.3044,2013-04-12 14:40:36
small_purple,Houston,rnchardhitta70,nestormoreno94 i seen yo marks in the grass,29.138,-95.635,2013-04-12 14:40:51
small_purple,Houston,Saiddiaz,i should be happy thats its friday but i have work tomorrow and it actually makes me so sad no such thing as friday feeling,30.6437,-96.3651,2013-04-12 15:40:32
small_purple,Houston,iambenlinus,aldazfer lemme know if you need tix,29.7165,-95.5682,2013-04-12 15:41:05
small_purple,Houston,apisdope,aisharanae fb ,30.0302,-95.4343,2013-04-12 16:40:57
small_purple,Houston,killenthegame,oomf is really in the  illuminati,30.1594,-96.4061,2013-04-10 18:17:53
small_purple,Houston,InThCloudz,this nigga in front of me weak af ,30.1483,-97.8005,2013-04-10 19:18:14
small_purple,Houston,_012199,my friend  my lover my soulmate♥,29.8038,-95.1751,2013-04-10 20:17:28
small_purple,Houston,AlvarDani,increased police force around campus bc of a nonspecific bomb threat has been received utexas atx oh boy,30.2896,-97.7481,2013-04-10 23:17:11
small_purple,Houston,ItsAlexKu,ayyeitzbrittany oh i see 😒,30.1716,-95.1705,2013-04-10 23:17:33
small_purple,Houston,kimmikisses,i got dance practice till 500 then i gotta race over to cheddars for my interview  i have like 300 outfits in my car 😓😠,30.043,-95.0594,2013-04-11 12:17:17
small_purple,Houston,tooraw_alaniz3,biggdaddieruby lol well mine now,29.6806,-95.1796,2013-04-11 13:18:04
small_purple,Houston,Franklin901339,toomuchjenn wyd,29.812,-95.5492,2013-04-11 16:18:05
small_purple,Houston,SivasJedi,you never know what you have till its gone emily we were always here for you and always will be ripemilyfromtwfanmily,29.5942,-95.1379,2013-04-09 18:20:28
small_purple,Houston,77624,77624 wind advisory issued april 09 at 216pm cdt until april 09 at 1000pm cdt by nws lake charles httptcof4zevzaf3e,30.673,-94.38,2013-04-09 19:20:37
small_purple,Houston,Morgan_Langley,drunkintexas lmfao so you do exist,30.7088,-95.5441,2013-04-09 19:21:27
small_purple,Houston,GabbyMendoza11,“mrzombieprince i think i should lose my aviators and get normal glasses” no jimmy you want to keep your nonbasicswag,29.4993,-97.4531,2013-04-09 21:17:22
small_purple,Houston,Ann_Nicolee96,this is why you are not allowed to ride with me ever,30.1432,-95.6632,2013-04-09 21:17:27
small_purple,Houston,alma_plasencia,blastdrews its a pretty name ,29.8087,-95.5413,2013-04-09 23:17:13
small_purple,Houston,hmuBenferris,cavobelk it got suspended ,29.5814,-95.7504,2013-04-10 01:17:21
small_purple,Houston,HoneyyEyes_,juliancx ,29.5965,-95.4594,2013-04-10 01:17:53
small_purple,Houston,AJTrueba,im a slut and i cant get enough,30.1943,-97.7739,2013-04-10 04:18:19
small_purple,Houston,Skurrleft,everyone seems to be sleep    why cant i go ,30.0634,-95.9203,2013-04-10 05:17:13
small_purple,Houston,selina_solis,about to eat the hell out of this whataburger,30.7092,-95.5613,2013-04-10 05:18:37
small_purple,Houston,ArieLxAsphyxiA,ive been doing so much cardio that shot hurts like fuck but i can feel the day burning off,29.9662,-95.4717,2013-04-10 05:18:50
small_purple,Houston,MrDorrough,“ohayjez one day youre gonna miss me”,28.6173,-96.6303,2013-04-10 06:18:59
small_purple,Houston,KPRCMaryBenton,thanks good morning to you rthankonfood almost forgot gmorning kprcmarybenton danielbkprc,29.7724,-95.4092,2013-04-10 10:18:37
small_purple,Houston,_teAMOx3,i love the name alyssa  omg,29.966,-95.5511,2013-04-10 14:17:23
small_purple,Houston,_Cweezy_12,that was devestatimg,30.5931,-96.326,2013-04-09 03:40:01
small_purple,Houston,uhmazing_kelsey,bet tomorrow  540 imma b mad  myself,29.8604,-95.374,2013-04-09 03:40:58
small_purple,Houston,CodySturrock,tooreal2tweet man not shit im hitting these dumbbells then crashing you shoulda hit me up before i got home,30.1415,-93.255,2013-04-09 04:41:22
small_purple,Houston,ulises1_lopez,jamieisbored ericmorenoo cause you gay nigga,29.8917,-95.5194,2013-04-09 04:41:51
small_purple,Houston,Chazmynne,cut it off right now,29.0823,-97.2954,2013-04-09 05:20:33
small_purple,Houston,vintagexjunior,dont hurt the ppl you lt3,29.7431,-95.3068,2013-04-09 06:20:56
small_purple,Houston,Chazmynne,mrbustos23 oh whatever lol,29.0819,-97.2956,2013-04-09 07:22:19
small_purple,Houston,gg_resendiz,whybeinarelationshipif there is no communication,28.8163,-96.9823,2013-04-09 14:20:59
small_purple,Houston,TrippyLoner,anjunablaze we will indulge one day my friend i cant wait,30.4062,-95.4622,2013-04-09 16:21:22
small_purple,Houston,Del_lovee,ilunga  ookay ill be waiting  lol good luck on your exam,30.6145,-96.3399,2013-04-08 17:41:03
small_purple,Houston,PatrickAlann,free /
tim tim  jared  clyde  jared  poppa  porchia  and the rest of clevelandtexas 77327,30.342,-95.0711,2013-04-08 05:42:00
small_purple,Houston,jay_freaky,nice kicks » nike hyperdunk 2012 low id “glow in the dark” sample httptcoxgwywsitnb,30.62,-96.3102,2013-04-08 06:40:39
small_purple,Houston,Beautiful_L,nf illpromotion,29.8138,-95.7417,2013-04-08 10:40:45
small_purple,Houston,Stephanie_Card,i love my family and friends for all the support they give you cant put a price on people who love you,29.9839,-95.2867,2013-04-08 14:41:06
small_purple,Houston,rubencalvillo1,the draft is almost here,29.6087,-95.1895,2013-04-08 03:27:32
small_purple,Houston,CHRIS__DAVIS34,youre still on that even though i told you so many times that its not true and never has been thats why you piss me off,30.2617,-95.1672,2013-04-08 03:27:50
small_purple,Houston,MadLameee,we all handle things differently though ya know,30.5609,-97.6736,2013-04-08 03:27:57
small_purple,Houston,Diana_ramirez10,khiddmeritohh7 i told her my mom was bringing my shot but she said no ,30.3558,-97.7166,2013-04-08 20:40:13
small_purple,Houston,robainbinder,hey houston check out houstonbcycle,29.5486,-95.2464,2013-04-08 22:41:25
small_purple,Houston,Imanoahp,weed is bad honestly,29.881,-95.6743,2013-04-08 03:40:25
small_purple,Houston,cwiggins211,girls say i want this in a guy or i want that in a guy quit playin girls just gunna marry for money/
sadfact,30.5925,-96.3491,2013-04-08 03:40:40
small_purple,Houston,candidaaa_ovoxo,and its on silent  grreat ,29.7986,-95.163,2013-04-14 18:24:43
small_purple,Houston,I_Am_KiaMorgz,okay dont do that lol,29.7219,-95.3496,2013-04-14 18:25:13
small_purple,Houston,TrippyLoner,she said everyone tells me im such a beautiful person but why cant i see it hope she caught some compliments while she was fishing,30.4302,-95.5588,2013-04-14 19:24:21
small_purple,Houston,tortuga08,refreshing actually — drinking a summer shandy by jacob leinenkugel brewing company at rrexpress  — httptcoucsi4h2wbk,30.5272,-97.6307,2013-04-14 20:23:32
small_purple,Houston,_noahiswhite,there yall go… givin me that look… treatin me like judas judgin me like judy,30.1453,-95.2119,2013-04-14 20:28:07
small_purple,Houston,Pamelabrooke14,aishaedebbarh congratulations ,30.4374,-97.7379,2013-04-14 21:23:48
small_purple,Houston,LoveAlways_Ash,dear mikesal2 come home from work your family misses you  hutto httptcogewpsesltv,30.5389,-97.5558,2013-04-14 21:24:54
small_purple,Houston,madi_tabor223,cheerlyfe httptcoiuganb0lhz,29.9748,-95.7004,2013-04-14 21:25:09
small_purple,Houston,janinaelizondo,thomasfields11 fag bag,29.8064,-95.3551,2013-04-14 21:26:59
small_purple,Houston,pukpui1D,sungnoii ซื้อแบ้วนะ กิ้วๆ  houston galleria httptcoy9yenlrklv,29.7393,-95.4637,2013-04-16 17:57:49
small_purple,Houston,ohhDarla,theonlyjearbear well its not for you,29.5557,-95.3887,2013-04-16 17:58:52
small_purple,Houston,mcteanna,iluvmariah thanks so much for all the support last episode was really tough for me i honestly wanted to crawl in a cave amp i live lady,29.6926,-95.5504,2013-04-16 17:59:00
small_purple,Houston,virginswag,smh,29.823,-95.4288,2013-04-16 19:00:14
small_purple,Houston,JuniorUT,fun times with jozabad lunch nomnom,30.2898,-97.7406,2013-04-16 19:58:32
small_purple,Houston,RaChelLacagnina,sooo what do i do now feels weird not to have practice cheerprobs akward pissed,30.7099,-95.5423,2013-04-16 20:57:42
small_purple,Houston,jsonka2011,corydankmclain come down with david and casey this weekend,29.7358,-95.4892,2013-04-16 21:58:09
small_purple,Houston,SamuelBernalJr,deanieweenie daaaang you got me deanie weenie,30.7182,-95.5509,2013-04-16 21:59:55
small_purple,Houston,Mosquitomuerto,voto por bryanvisbal  en los premiostwco como mejorbandaomusico,29.9396,-93.9825,2013-04-16 21:59:55
small_purple,Houston,KaylaTovar,“karinaobrien i do not feel safe on this bus 😭” right,30.2286,-97.7069,2013-04-16 22:00:04
small_purple,Houston,ThatKSigBlair,of course they will rt rtcom westboro baptist church says they’ll picket boston marathon victims’ funerals httptcoqa8bdem1ie,30.7024,-95.5372,2013-04-16 22:00:08
small_purple,Houston,Mark_Samadh09,tdold94 now im alone i feel obligated to get one,29.9635,-95.2002,2013-04-16 22:57:34
small_purple,Houston,Treyochoa,got sum stole from me today smh all i can do is sit back amp let karma attack them,30.1552,-97.6469,2013-04-16 23:58:08
small_purple,Houston,ayellemasigz,lealeneium womancrushwednesday itaintevenwednesday,29.986,-95.4872,2013-04-17 00:57:20
small_purple,Houston,bfletcher17,a little courtesy will go a long way,30.0959,-95.1931,2013-04-17 01:58:37
small_purple,Houston,AyPolly,gilbetanciii no,30.0072,-95.1733,2013-04-17 01:59:21
small_purple,Houston,DYVONNEH13,insanity is making me more ripped than i already am i dont think i like this,30.1032,-93.7907,2013-04-17 02:00:14
small_purple,Houston,stackie91,i never once let you down/
forgive me if i slip away/
all that ive know is lost and found/
i promise you i/
ill come back to you one day,29.0252,-95.4035,2013-04-17 02:57:42
small_purple,Houston,djdodat,im at twinpeaksgirl houston tx httptcokqu2w7rw0z,29.7314,-95.4173,2013-04-17 02:58:34
small_purple,Houston,katty_lz,de todo menos los pies y yo te dije melissa que iba ir a poner mi vacuna,29.6771,-95.3389,2013-04-17 02:59:43
small_purple,Houston,ThisIsNiko,julieosaghae oh well i got a lot to catching up to do,30.3724,-97.7543,2013-04-17 03:57:15
small_purple,Houston,really4realjo_,yeah i love them strippers but no i aint a tipper,31.6205,-94.6538,2013-04-17 03:57:28
small_purple,Houston,NightLeigh21,doshit24 cwyatt2 creep,30.1823,-93.2127,2013-04-17 03:57:43
small_purple,Houston,SteveeDRO,httptcoggbnxdehbx,30.0671,-95.3704,2013-04-17 03:58:26
small_purple,Houston,TheChrisCates,still here with my day 1 niggas /
nonewfriends,30.2817,-95.1882,2013-04-17 04:00:37
small_purple,Houston,EmyNP,whos up,30.1034,-93.7446,2013-04-17 04:00:46
small_purple,Houston,Frankthaman1,cant wait for for football season,29.8524,-95.495,2013-04-17 04:00:52
small_purple,Houston,JojoZambrano,work tomorrow gtgtgt,30.048,-95.395,2013-04-17 04:01:24
small_purple,Houston,_Rodriguez2015,goodnight twitter ✌😴,28.9789,-95.9577,2013-04-17 04:57:26
small_purple,Houston,TysonKickass,you are what you love not who loves you httptcopqx3cihezm,30.5576,-97.6119,2013-04-17 04:58:42
small_purple,Houston,SidneyBedar,“laurenhaleyy sidney😂❤gtgt” love you cutie😍,29.4938,-95.1524,2013-04-17 05:00:19
small_purple,Houston,O_Chopstix,djfm210 mo maam im an extreme nigga,30.2913,-97.7408,2013-04-17 05:57:15
small_purple,Houston,pathangyu,sharukh03 go to sleep,29.5386,-95.5719,2013-04-17 06:00:39
small_purple,Houston,Blueboss_Freak,lol they be tryna gt me mayne httptcogwykpqdlk9,30.8795,-96.5856,2013-04-17 06:57:22
small_purple,Houston,Zyun_Mommy,god got me if no one else does,30.1741,-95.4549,2013-04-17 07:59:05
small_purple,Houston,vicksterr_,thealexdenney yup i do that,30.289,-97.7512,2013-04-17 07:59:58
small_purple,Houston,fernandomarez07,better follow me back lol,31.6882,-96.4792,2013-04-17 08:00:34
small_purple,Houston,rstanfill,im at hyatt regency  hyatthouston houston tx httptcoemjyseidfl,29.7568,-95.3691,2013-04-17 13:00:05
small_purple,Houston,TylerChambless,really debating skipping my friday classes and going home tomorrow for my birthday,31.6228,-94.646,2013-04-17 13:59:30
small_purple,Houston,jerryduran12,i smell food 😮,30.2851,-97.739,2013-04-17 14:57:38
small_purple,Houston,PEENrego,tagged hittkrista in a random tweet bc yolofish,29.6422,-95.0195,2013-04-17 14:57:42
small_purple,Houston,nyomii_45,old song bt still jams,30.1429,-95.2213,2013-04-17 17:58:25
small_purple,Houston,lizzygaines,jonnyg92 i vote they hang him from a tree in the middle of the city and destroy his body limb by limb then set him on fire but hayyyyy,29.5815,-95.2185,2013-04-17 17:58:44
small_purple,Houston,ThaKingJulien,ugh another movie in history today ,30.2862,-97.7382,2013-04-17 18:01:20
small_purple,Houston,BucketOfMuscles,mdilly69 lol go to the pelican lololololol,29.583,-95.1224,2013-04-17 18:59:14
small_purple,Houston,pkotlarich,two more weeks of class after tomorrow omg im so excited i wish we could just fast forward to finals,31.6213,-94.6479,2013-04-17 19:57:13
small_purple,Houston,ValrGuerra,were getting a german shepherd ☺,30.2298,-97.76,2013-04-17 20:59:32
small_purple,Houston,RobTheHippie,mchumbleroc thisnigganate lmfao,29.5403,-95.1653,2013-04-17 21:00:22
small_purple,Houston,fawwk_society,yeah stop ,29.5634,-95.2716,2013-04-17 21:00:35
small_purple,Houston,cinddy_p,now you show me what you got,29.8707,-95.3827,2013-04-17 21:57:05
small_purple,Houston,amberraepro,alexlent aint that the truth  haha,30.1495,-95.8946,2013-04-17 22:58:14
small_purple,Houston,evan_yarbrough,texas class ring ceremony hookem  etterharbin alumni center utx  utaustin w 2 others httptcosj0zbfjcoa,30.2841,-97.7344,2013-04-17 22:59:11
small_purple,Houston,_Ruiz23,never agian i will fall in love with your dumb ass cx,29.621,-95.2778,2013-04-17 23:58:25
small_purple,Houston,Mariaaaalfaro,taking my 2 hour nap,30.2054,-97.7607,2013-04-17 23:58:29
small_purple,Houston,tassienicole,i absolutely hate the way my mom talks too me,31.5715,-94.3473,2013-04-17 23:58:33
small_purple,Houston,PupSprocket,fabscouthoward cool,29.9564,-95.5546,2013-04-17 23:59:22
small_purple,Houston,Mariaaaalfaro,damn full house is on i cant miss it,30.1885,-97.759,2013-04-18 00:01:09
small_purple,Houston,__Osobeautiful,oh is that really what chu want ,29.6857,-95.2023,2013-04-18 01:58:46
small_purple,Houston,katelynngurka,i love how bre thinks cj will choose her over his own family haha no im more important since i am family,30.1914,-95.2401,2013-04-18 02:00:08
small_purple,Houston,ciscobangz,is a love and hate thing rollingstone httptco0bwkjmbjem,29.6715,-95.1856,2013-04-18 02:00:13
small_purple,Houston,CodeineGummies,got you yaggae nf codeinegummies ,29.6878,-95.5687,2013-04-18 03:57:00
small_purple,Houston,t_hoee,i wanna get sideways ✊,30.1947,-93.7606,2013-04-18 03:58:22
